job_id,job_title,salary_usd,salary_currency,experience_level,employment_type,company_location,company_size,employee_residence,remote_ratio,required_skills,education_required,years_experience,industry,posting_date,application_deadline,job_description_length,benefits_score,company_name
AI01886,AI Consultant,91939,,MI,FL,,,Japan,0,"Docker, Tableau, Hadoop, TensorFlow",Master,3,Transportation,2025-02-24,03-05-2025,2286,8.0,
AI01887,Machine Learning Researcher,56259,,EN,PT,,,United States,0,"Mathematics, Docker, Kubernetes",Associate,0,Education,2024-08-08,18-10-2024,1237,6.4,
AI01888,Autonomous Systems Engineer,168449,,SE,FT,,,United States,50,"Data Visualization, Scala, GCP, Python, Docker",Associate,7,Telecommunications,2025-05-04,04-05-2025,2159,7.5,
AI01889,Data Scientist,38337,,EN,FL,,,United Kingdom,0,"Python, Scala, Linux, SQL, Git",Bachelor,0,Healthcare,2024-01-28,24-03-2024,1893,8.9,
AI01890,ML Ops Engineer,97183,,SE,FT,,,Finland,100,"Spark, Linux, MLOps, AWS",Bachelor,9,Manufacturing,2024-06-22,12-08-2024,1091,6.6,
AI01891,Deep Learning Engineer,122921,,SE,PT,,,Canada,0,"SQL, PyTorch, Data Visualization, MLOps, NLP",Master,6,Manufacturing,2024-07-14,30-07-2024,2146,8.5,
AI01892,Deep Learning Engineer,211354,,EX,PT,,,Netherlands,50,"Linux, GCP, Scala, Java, NLP",PhD,16,Telecommunications,2025-12-03,05-04-2025,2332,6.6,
AI01893,Autonomous Systems Engineer,70601,,SE,PT,,,Austria,100,"Computer Vision, Kubernetes, Scala, Python, Deep Learning",Bachelor,5,Energy,2024-07-07,23-08-2024,508,6.7,
AI01894,Machine Learning Researcher,66340,,EN,CT,,,Canada,100,"Java, Computer Vision, NLP, R",PhD,1,Telecommunications,2024-12-27,21-02-2025,1498,6.4,
AI01895,AI Consultant,114752,,SE,FL,,,Canada,0,"Scala, Linux, Tableau, MLOps, NLP",PhD,8,Transportation,2024-05-15,30-06-2024,865,8.7,
AI01896,AI Consultant,197148,,EX,PT,,,Israel,0,"Java, Git, Deep Learning, Azure, MLOps",PhD,15,Education,2024-09-08,19-10-2024,1667,6.8,
AI01897,AI Consultant,87068,,SE,FT,,,France,0,"Mathematics, Statistics, MLOps",PhD,7,Telecommunications,2025-02-04,08-05-2025,2445,9.4,
AI01898,Head of AI,90830,,MI,CT,,,Germany,100,"Spark, TensorFlow, MLOps, Computer Vision",Bachelor,3,Finance,2024-05-01,16-03-2024,861,5.8,
AI01899,Deep Learning Engineer,101851,,SE,FT,,,South Korea,100,"Linux, Python, Tableau",PhD,5,Real Estate,2024-03-23,23-04-2024,1877,8.4,
AI01900,Robotics Engineer,68785,,MI,FL,,,South Korea,50,"PyTorch, SQL, NLP, Computer Vision, Mathematics",Associate,2,Energy,2024-05-25,03-08-2024,513,6.5,
AI01901,Machine Learning Researcher,55728,,EN,FT,,,Germany,0,"Tableau, Linux, MLOps, Git",Associate,1,Automotive,2025-10-04,25-05-2025,2222,8.2,
AI01902,Autonomous Systems Engineer,86675,,MI,FL,,,Canada,50,"PyTorch, Python, TensorFlow, MLOps",Associate,3,Transportation,2024-07-10,01-12-2024,797,8.7,
AI01903,Deep Learning Engineer,196644,,EX,FL,,,Canada,100,"Mathematics, AWS, Computer Vision",Associate,16,Gaming,2024-07-24,01-09-2024,1946,6.4,
AI01904,Machine Learning Researcher,112485,,SE,PT,,,United States,0,"Linux, Docker, Deep Learning",Associate,6,Real Estate,2024-08-28,25-10-2024,1441,9.4,
AI01905,Principal Data Scientist,108843,,EN,FL,,,United Kingdom,0,"SQL, Scala, Mathematics, Statistics, PyTorch",PhD,1,Education,2024-05-05,02-07-2024,2361,6.2,
AI01906,AI Software Engineer,107422,,SE,FL,,,India,0,"TensorFlow, GCP, Scala",Master,5,Manufacturing,2025-02-22,11-03-2025,2186,7.3,
AI01907,Machine Learning Engineer,59376,,EN,CT,,,Australia,100,"TensorFlow, Kubernetes, MLOps",Master,0,Finance,2024-03-05,13-06-2024,1906,7.7,
AI01908,Robotics Engineer,142895,,MI,FT,,,Switzerland,100,"Azure, R, SQL, GCP, Hadoop",Bachelor,2,Media,2025-05-02,06-03-2025,1106,5.6,
AI01909,Machine Learning Engineer,99872,,MI,PT,,,Australia,50,"Kubernetes, Deep Learning, PyTorch, Azure",Master,4,Government,2024-09-04,04-06-2024,546,6.2,
AI01910,ML Ops Engineer,38835,,EN,FT,,,South Korea,100,"SQL, GCP, TensorFlow, Azure",Master,1,Retail,2025-01-20,18-03-2025,1037,8.8,
AI01911,Data Analyst,255147,,EX,CT,,,Netherlands,50,"Azure, Java, Deep Learning, Kubernetes",Associate,15,Retail,2024-09-11,07-01-2025,504,5.3,
AI01912,AI Specialist,94462,,EN,PT,,,Netherlands,50,"Linux, PyTorch, Spark",PhD,0,Media,2025-04-03,27-04-2025,1313,7.6,
AI01913,Principal Data Scientist,40845,,EN,PT,,,Finland,0,"Python, Git, Linux, Docker",PhD,1,Energy,2025-02-26,03-05-2025,2247,9.2,
AI01914,Principal Data Scientist,82060,,EN,PT,,,Canada,0,"AWS, Mathematics, Azure, Python, Data Visualization",PhD,1,Government,2024-11-14,30-12-2024,1474,8.8,
AI01915,Deep Learning Engineer,59675,,EN,CT,,,China,0,"Docker, R, GCP, NLP",Bachelor,0,Healthcare,2025-11-01,10-03-2025,877,8.0,
AI01916,Data Engineer,50287,,EN,CT,,,Austria,0,"Statistics, PyTorch, Deep Learning, R, Spark",PhD,0,Retail,2025-01-19,10-02-2025,884,6.5,
AI01917,Machine Learning Engineer,123071,,EX,FL,,,Ireland,0,"Linux, NLP, Tableau, SQL, Statistics",Master,14,Technology,2024-12-09,22-11-2024,2209,7.6,
AI01918,Robotics Engineer,72160,,MI,CT,,,Canada,50,"Data Visualization, Kubernetes, Java, MLOps",PhD,2,Retail,2024-10-26,19-12-2024,1301,9.7,
AI01919,NLP Engineer,117847,,SE,FT,,,India,100,"R, Git, NLP, Tableau, Statistics",Bachelor,5,Manufacturing,2024-09-20,11-10-2024,1757,7.8,
AI01920,AI Architect,84139,,SE,FL,,,South Korea,0,"NLP, TensorFlow, Scala, Statistics, Spark",Associate,9,Transportation,2024-07-20,29-09-2024,1126,5.3,
AI01921,Machine Learning Researcher,83977,,MI,CT,,,France,50,"Azure, PyTorch, Data Visualization, Tableau",Bachelor,4,Government,2024-05-04,02-05-2024,550,9.5,
AI01922,AI Research Scientist,61820,,MI,PT,,,Canada,100,"Statistics, MLOps, SQL, Linux",Master,4,Retail,2024-04-13,13-05-2024,1675,5.9,
AI01923,Head of AI,234686,,EX,FT,,,Austria,50,"NLP, SQL, Spark, Computer Vision, Kubernetes",Master,16,Healthcare,2025-11-02,06-03-2025,762,9.1,
AI01924,NLP Engineer,132520,,SE,PT,,,Germany,100,"Hadoop, Python, Linux",Bachelor,6,Telecommunications,2024-10-04,18-05-2024,839,8.0,
AI01925,Head of AI,113713,,EX,FT,,,Ireland,0,"Mathematics, SQL, TensorFlow, Azure, AWS",PhD,13,Real Estate,2024-07-06,24-06-2024,635,8.0,
AI01926,Machine Learning Researcher,47205,,EN,PT,,,Ireland,50,"Git, TensorFlow, Docker",Associate,1,Media,2024-07-06,09-08-2024,2211,7.5,
AI01927,NLP Engineer,63414,,EN,FT,,,Singapore,50,"SQL, Deep Learning, Mathematics, PyTorch",Associate,1,Technology,2024-12-03,09-04-2024,1429,10.0,
AI01928,Head of AI,90027,,SE,FL,,,Finland,50,"Computer Vision, Python, Linux",Bachelor,8,Education,2024-10-23,16-12-2024,1054,7.6,
AI01929,AI Architect,82748,,SE,CT,,,South Korea,0,"R, Spark, Git, Hadoop, Tableau",Associate,6,Retail,2024-02-27,09-04-2024,1751,6.5,
AI01930,AI Software Engineer,123543,,SE,FT,,,South Korea,50,"Computer Vision, PyTorch, Docker, TensorFlow",PhD,5,Automotive,2024-05-05,23-06-2024,1489,6.1,
AI01931,AI Architect,93554,,SE,FT,,,India,0,"Python, Kubernetes, Git, Azure, Statistics",Associate,9,Energy,2024-11-26,28-12-2024,2416,8.2,
AI01932,Research Scientist,111499,,SE,PT,,,South Korea,50,"R, Git, MLOps, Azure, Python",Master,5,Media,2025-04-26,19-05-2025,2012,8.6,
AI01933,ML Ops Engineer,89530,,SE,CT,,,Finland,0,"Java, Scala, Python, PyTorch, Deep Learning",PhD,7,Telecommunications,2024-03-06,28-07-2024,1106,9.3,
AI01934,ML Ops Engineer,104568,,SE,FT,,,France,50,"Deep Learning, TensorFlow, NLP, Java, Azure",PhD,8,Automotive,2025-02-02,29-03-2025,2441,8.7,
AI01935,AI Research Scientist,198915,,SE,FT,,,Norway,50,"Python, TensorFlow, Data Visualization, Kubernetes, Deep Learning",Associate,7,Automotive,2024-09-02,08-04-2024,721,9.3,
AI01936,AI Software Engineer,159180,,MI,CT,,,Australia,0,"Mathematics, Python, Data Visualization, TensorFlow, Spark",Bachelor,3,Healthcare,2024-10-18,23-11-2024,1495,5.6,
AI01937,Data Scientist,144197,,EX,FL,,,India,50,"R, Java, Linux, Python",Bachelor,10,Healthcare,2024-07-23,21-08-2024,1293,7.2,
AI01938,AI Software Engineer,50962,,EN,FT,,,Finland,100,"PyTorch, Scala, Java, Deep Learning, Kubernetes",Master,0,Gaming,2024-03-19,21-04-2024,1508,10.0,
AI01939,AI Architect,152384,,SE,PT,,,Australia,50,"PyTorch, Python, R",Master,9,Technology,2025-01-03,05-05-2025,2288,9.4,
AI01940,Head of AI,232337,,EX,FL,,,United Kingdom,100,"Kubernetes, R, AWS, Scala",Master,13,Manufacturing,2025-02-01,10-02-2025,1005,9.5,
AI01941,AI Product Manager,69472,,MI,FL,,,Finland,50,"Python, Linux, Scala, Hadoop, TensorFlow",Bachelor,2,Finance,2025-03-04,24-05-2025,921,7.3,
AI01942,ML Ops Engineer,79677,,MI,FL,,,United Kingdom,100,"Statistics, PyTorch, AWS, TensorFlow",Bachelor,4,Consulting,2024-11-19,16-12-2024,1748,8.7,
AI01943,Machine Learning Engineer,204055,,EX,FT,,,Singapore,0,"R, Docker, Deep Learning, GCP, Azure",PhD,15,Technology,2024-05-11,25-11-2024,2338,5.9,
AI01944,Machine Learning Engineer,78460,,SE,FT,,,South Korea,50,"Python, Hadoop, Java",Associate,8,Retail,2025-02-23,01-05-2025,2067,8.2,
AI01945,AI Architect,62393,,EN,FT,,,Singapore,50,"Mathematics, SQL, Data Visualization",PhD,1,Telecommunications,2024-09-12,05-02-2025,1034,7.4,
AI01946,Deep Learning Engineer,117508,,MI,CT,,,Norway,0,"AWS, GCP, Python",PhD,2,Education,2025-02-21,04-04-2025,673,5.2,
AI01947,Autonomous Systems Engineer,169472,,SE,FL,,,Norway,50,"Docker, Python, Java",PhD,9,Healthcare,2024-05-18,17-06-2024,1268,6.3,
AI01948,Robotics Engineer,59494,,MI,FL,,,Ireland,0,"TensorFlow, Linux, Kubernetes, Scala",Master,4,Gaming,2024-12-15,03-01-2025,2412,7.4,
AI01949,AI Research Scientist,141304,,SE,FT,,,Netherlands,50,"Docker, SQL, Azure, Kubernetes",Associate,6,Government,2024-03-14,19-04-2024,1787,6.9,
AI01950,Robotics Engineer,213177,,EX,FL,,,Germany,100,"SQL, Data Visualization, Scala",Master,19,Manufacturing,2024-05-14,25-06-2024,1119,5.9,
AI01951,Data Analyst,52005,,EN,FL,,,Sweden,50,"Spark, Linux, AWS, Mathematics",Master,0,Real Estate,2024-05-12,30-01-2025,2424,9.9,
AI01952,Machine Learning Engineer,155889,,MI,FL,,,Israel,0,"Python, Data Visualization, Git, TensorFlow, Spark",Master,2,Consulting,2025-03-27,31-05-2025,2373,5.2,
AI01953,Computer Vision Engineer,78280,,MI,CT,,,Singapore,100,"Data Visualization, Computer Vision, R",PhD,3,Gaming,2025-01-22,14-03-2025,1659,9.2,
AI01954,Data Analyst,64859,,MI,FL,,,Austria,0,"Kubernetes, Tableau, Python, NLP, Mathematics",Master,4,Consulting,2024-12-02,19-04-2024,1158,5.8,
AI01955,Computer Vision Engineer,80376,,MI,FL,,,Netherlands,50,"Spark, Mathematics, Scala, Hadoop",Master,3,Gaming,2024-11-03,17-05-2024,1493,6.3,
AI01956,NLP Engineer,179466,,EX,CT,,,Netherlands,0,"Mathematics, Statistics, Tableau, PyTorch, Linux",Bachelor,14,Finance,2024-03-02,25-02-2024,1826,9.3,
AI01957,AI Product Manager,124687,,SE,CT,,,Australia,0,"TensorFlow, Scala, Data Visualization, Python",Master,8,Gaming,2024-05-26,19-06-2024,1425,6.8,
AI01958,Research Scientist,65679,,MI,PT,,,South Korea,50,"Kubernetes, Linux, Mathematics, Python, Git",Bachelor,3,Retail,2025-02-25,19-04-2025,2028,9.9,
AI01959,AI Research Scientist,40124,,EN,FL,,,Ireland,50,"Git, AWS, MLOps, Python, Computer Vision",Bachelor,0,Technology,2024-07-13,08-08-2024,2408,7.1,
AI01960,Machine Learning Engineer,291583,,EX,CT,,,Japan,0,"Python, Git, TensorFlow",Associate,19,Education,2024-08-02,13-03-2024,2184,5.7,
AI01961,Data Analyst,119291,,EN,PT,,,Switzerland,0,"Git, Mathematics, MLOps, Python, Scala",PhD,1,Telecommunications,2024-01-26,14-02-2024,1476,8.7,
AI01962,Machine Learning Engineer,189567,,EX,CT,,,Australia,0,"Java, Kubernetes, PyTorch, Linux",Master,10,Education,2024-11-29,17-12-2024,1672,9.0,
AI01963,Machine Learning Engineer,176467,,EX,FT,,,Singapore,50,"Docker, SQL, Deep Learning",Associate,10,Finance,2024-08-23,28-10-2024,2228,6.3,
AI01964,AI Architect,240570,,SE,CT,,,Switzerland,0,"Azure, SQL, Data Visualization, Scala",Master,7,Technology,2025-08-02,14-04-2025,1928,9.3,
AI01965,Data Engineer,105387,,SE,FT,,,Sweden,50,"SQL, NLP, Tableau",Bachelor,7,Energy,2024-05-05,12-06-2024,1860,7.5,
AI01966,Research Scientist,48949,,MI,FL,,,Israel,100,"SQL, Git, Java, Mathematics, Tableau",Bachelor,2,Consulting,2024-03-15,16-05-2024,1967,8.9,
AI01967,AI Product Manager,51548,,MI,CT,,,India,100,"Kubernetes, SQL, TensorFlow",Bachelor,4,Automotive,2024-10-22,16-12-2024,656,9.6,
AI01968,Data Scientist,178652,,EX,FL,,,France,100,"Java, Tableau, Computer Vision",PhD,13,Manufacturing,2025-03-27,18-05-2025,2439,8.9,
AI01969,Autonomous Systems Engineer,84973,,SE,FL,,,Finland,0,"PyTorch, TensorFlow, Hadoop, Deep Learning, Docker",Associate,9,Media,2024-03-24,03-06-2024,802,8.2,
AI01970,Data Engineer,98156,,MI,PT,,,Singapore,50,"Mathematics, GCP, Scala",PhD,4,Automotive,2024-02-12,31-12-2024,1292,7.4,
AI01971,Data Analyst,81594,,EN,CT,,,United States,0,"Hadoop, Java, Kubernetes",Bachelor,1,Transportation,2025-04-23,19-06-2025,1196,8.5,
AI01972,Machine Learning Researcher,73923,,MI,PT,,,Finland,100,"R, Tableau, SQL, Git, Deep Learning",Associate,3,Finance,2024-10-24,23-12-2024,663,9.7,
AI01973,Data Scientist,75459,,MI,FL,,,Australia,50,"Statistics, Azure, Deep Learning, Mathematics, Computer Vision",PhD,4,Transportation,2024-01-05,20-06-2024,2244,8.3,
AI01974,AI Specialist,186793,,EX,FT,,,Israel,50,"Scala, Hadoop, Tableau",Bachelor,10,Media,2025-02-28,16-03-2025,1531,6.8,
AI01975,Computer Vision Engineer,96552,,MI,PT,,,United Kingdom,0,"Python, Tableau, Git, Data Visualization",Associate,3,Consulting,2024-05-16,20-06-2024,1937,6.2,
AI01976,Principal Data Scientist,82240,,SE,CT,,,South Korea,50,"TensorFlow, Mathematics, Deep Learning, Azure, Linux",Master,5,Transportation,2025-02-27,16-03-2025,1888,6.7,
AI01977,AI Architect,116310,,MI,PT,,,Denmark,0,"Git, GCP, Python, Kubernetes",PhD,2,Retail,2025-02-26,08-05-2025,2024,5.2,
AI01978,Autonomous Systems Engineer,159928,,SE,CT,,,Norway,0,"SQL, Linux, PyTorch, Tableau",Master,8,Real Estate,2025-02-03,10-05-2025,1022,9.8,
AI01979,Deep Learning Engineer,68513,,EN,FL,,,Japan,50,"SQL, NLP, PyTorch, Git",PhD,0,Real Estate,2024-03-02,05-04-2024,1796,7.9,
AI01980,Machine Learning Researcher,45999,,EN,FL,,,Sweden,100,"Scala, NLP, Data Visualization",Bachelor,0,Consulting,2025-04-26,07-06-2025,1039,6.2,
AI01981,Machine Learning Engineer,183692,,SE,CT,,,United Kingdom,0,"Scala, SQL, Computer Vision, Deep Learning, Docker",PhD,8,Healthcare,2024-10-22,02-01-2025,2259,9.4,
AI01982,Machine Learning Researcher,46188,,EN,FT,,,France,100,"Scala, Git, Computer Vision, Hadoop",Bachelor,1,Automotive,2024-12-06,16-08-2024,1406,9.1,
AI01983,AI Research Scientist,141440,,SE,FT,,,Netherlands,0,"NLP, PyTorch, Tableau, Spark, Deep Learning",Master,6,Government,2025-01-19,30-03-2025,795,8.3,
AI01984,Machine Learning Engineer,60859,,MI,FL,,,India,100,"Scala, Azure, Statistics, Linux, Computer Vision",PhD,2,Media,2024-02-08,16-09-2024,2288,5.2,
AI01985,Autonomous Systems Engineer,222536,,SE,FT,,,Switzerland,50,"Data Visualization, SQL, Docker, Mathematics",Associate,8,Energy,2024-08-04,07-06-2024,2223,7.4,
AI01986,Principal Data Scientist,78165,,EN,FL,,,Israel,0,"SQL, Java, Computer Vision, Kubernetes",PhD,1,Education,2024-12-30,14-01-2025,2284,5.7,
AI01987,AI Specialist,51821,,MI,FT,,,Ireland,100,"R, Computer Vision, SQL, GCP",Master,4,Telecommunications,2024-01-21,05-02-2024,2417,9.2,
AI01988,Data Engineer,90770,,SE,FL,,,India,100,"TensorFlow, Python, Docker, Statistics, Deep Learning",Bachelor,8,Automotive,2024-11-28,27-01-2025,2286,5.4,
AI01989,AI Research Scientist,219209,,EX,FT,,,Canada,100,"SQL, Hadoop, MLOps, Deep Learning, TensorFlow",Associate,13,Consulting,2025-11-04,29-04-2025,1307,8.4,
AI01990,ML Ops Engineer,150601,,EX,PT,,,Singapore,0,"MLOps, PyTorch, Java, Scala",Bachelor,18,Gaming,2024-11-03,04-04-2024,1282,6.2,
AI01991,Machine Learning Engineer,72571,,MI,PT,,,Austria,100,"AWS, Scala, Kubernetes, Deep Learning",PhD,3,Manufacturing,2024-05-21,27-06-2024,1479,7.5,
AI01992,Autonomous Systems Engineer,84035,,MI,CT,,,China,50,"SQL, Azure, Tableau",Associate,2,Technology,2024-04-03,03-05-2024,557,8.9,
AI01993,Principal Data Scientist,126831,,SE,FT,,,United Kingdom,0,"SQL, MLOps, Tableau, Kubernetes",Master,9,Education,2025-10-02,25-03-2025,1609,5.3,
AI01994,AI Specialist,83776,,SE,PT,,,Finland,100,"Kubernetes, Computer Vision, Spark, Statistics",PhD,9,Consulting,2024-09-08,06-09-2024,2425,5.2,
AI01995,Data Engineer,188284,,EX,PT,,,Germany,100,"Python, TensorFlow, Mathematics",Associate,12,Government,2024-02-26,27-03-2024,709,7.9,
AI01996,AI Product Manager,82981,,MI,FL,,,China,100,"Computer Vision, Linux, Scala",Master,4,Media,2025-01-24,07-03-2025,1448,8.9,
AI01997,AI Research Scientist,159917,,SE,CT,,,Ireland,0,"Tableau, GCP, Statistics",PhD,7,Technology,2024-12-04,02-05-2024,2443,6.0,
AI01998,AI Consultant,193451,,EX,CT,,,Norway,100,"NLP, Python, GCP, Tableau",Associate,12,Real Estate,2025-03-21,16-04-2025,1853,7.6,
AI01999,Machine Learning Engineer,72053,,EN,FT,,,Japan,100,"Kubernetes, NLP, Azure",Bachelor,1,Government,2024-08-05,02-06-2024,543,5.2,
AI02000,Principal Data Scientist,51840,,MI,PT,,,Israel,50,"R, PyTorch, AWS",Associate,3,Finance,2024-12-01,03-02-2024,1200,8.6,
AI02001,AI Architect,119975,,MI,FL,,,Australia,100,"AWS, SQL, Python, TensorFlow",PhD,2,Retail,2024-05-12,06-02-2025,2303,6.1,
AI02002,Robotics Engineer,251718,,EX,CT,,,France,50,"Statistics, AWS, TensorFlow, Python",Master,19,Gaming,2024-04-03,09-05-2024,2246,7.5,
AI02003,Head of AI,62962,,EN,FL,,,Austria,50,"Python, Tableau, Data Visualization, Scala",Associate,0,Technology,2024-03-17,15-04-2024,1000,6.1,
AI02004,Data Scientist,107125,,MI,PT,,,Sweden,50,"Data Visualization, Python, Mathematics",PhD,2,Real Estate,2024-08-27,05-10-2024,2362,8.4,
AI02005,Data Scientist,306266,,EX,FL,,,Singapore,50,"AWS, Deep Learning, Tableau",Bachelor,16,Government,2024-04-06,03-08-2024,1297,7.9,
AI02006,Data Analyst,48573,,EN,FT,,,India,0,"Tableau, Data Visualization, Azure, GCP, Mathematics",Bachelor,1,Automotive,2024-06-05,31-05-2024,1308,7.1,
AI02007,Data Scientist,33546,,EN,PT,,,Finland,50,"PyTorch, SQL, NLP, Hadoop, GCP",PhD,1,Technology,2024-11-05,20-06-2024,1254,9.2,
AI02008,NLP Engineer,74504,,MI,FT,,,Australia,50,"Hadoop, Linux, Data Visualization",PhD,2,Gaming,2024-10-28,23-12-2024,1384,9.5,
AI02009,AI Software Engineer,53292,,EN,FL,,,Israel,50,"SQL, Scala, Azure",Master,1,Retail,2024-10-23,26-11-2024,2093,6.0,
AI02010,Deep Learning Engineer,83620,,MI,FT,,,Ireland,50,"Linux, Azure, GCP",Master,2,Education,2024-04-12,17-01-2025,1221,8.5,
AI02011,AI Product Manager,38104,,EN,FL,,,Japan,0,"Data Visualization, Spark, NLP, Mathematics, Deep Learning",Associate,0,Energy,2024-07-23,01-10-2024,1800,5.2,
AI02012,AI Architect,73776,,MI,PT,,,Germany,0,"Python, Scala, Deep Learning, Statistics, Tableau",Associate,4,Real Estate,2024-07-16,06-09-2024,840,5.9,
AI02013,Principal Data Scientist,274301,,EX,CT,,,Canada,50,"TensorFlow, Deep Learning, Linux, R",Bachelor,16,Healthcare,2025-07-01,04-03-2025,847,9.5,
AI02014,Machine Learning Engineer,145626,,SE,CT,,,France,50,"NLP, Computer Vision, Tableau, TensorFlow",Associate,9,Healthcare,2025-03-01,14-03-2025,838,9.5,
AI02015,Principal Data Scientist,74964,,EN,FL,,,France,100,"Azure, Python, Linux, Statistics",Associate,1,Gaming,2024-12-01,09-02-2024,2302,5.8,
AI02016,AI Specialist,88508,,SE,FT,,,South Korea,0,"Docker, Python, TensorFlow",Associate,8,Education,2024-10-01,09-03-2024,2441,9.3,
AI02017,NLP Engineer,104599,,EX,FL,,,Finland,0,"Scala, SQL, Git",Associate,12,Energy,2025-12-01,07-02-2025,639,5.0,
AI02018,Research Scientist,145356,,SE,PT,,,Netherlands,0,"Hadoop, Tableau, Deep Learning",Bachelor,5,Telecommunications,2024-08-25,07-10-2024,1969,5.1,
AI02019,AI Product Manager,142142,,SE,CT,,,United Kingdom,100,"Python, Git, Java, Hadoop",Associate,6,Gaming,2024-05-31,29-07-2024,1250,10.0,
AI02020,AI Specialist,198340,,EX,PT,,,United States,100,"NLP, R, Docker, SQL",Master,13,Transportation,2024-08-03,11-05-2024,1556,8.8,
AI02021,Data Scientist,266719,,EX,PT,,,Sweden,50,"Hadoop, Scala, GCP, Docker",Bachelor,18,Government,2024-12-21,23-01-2025,1500,9.7,
AI02022,Head of AI,58877,,EN,CT,,,Germany,0,"PyTorch, TensorFlow, Python, Java",Associate,1,Telecommunications,2024-03-15,26-05-2024,1541,8.1,
AI02023,NLP Engineer,84641,,MI,PT,,,United Kingdom,0,"R, Hadoop, Python, Azure, Data Visualization",Bachelor,3,Government,2025-01-15,21-03-2025,1559,9.3,
AI02024,Data Analyst,156699,,SE,FL,,,Singapore,100,"Kubernetes, Computer Vision, Hadoop, Statistics",Bachelor,5,Government,2024-10-04,08-05-2024,1889,7.5,
AI02025,AI Software Engineer,73752,,MI,FL,,,Israel,100,"GCP, Python, Mathematics",Associate,3,Government,2024-06-27,05-09-2024,1249,7.7,
AI02026,Data Engineer,175297,,EX,FT,,,Israel,100,"Tableau, GCP, Deep Learning, SQL, Python",PhD,11,Technology,2024-08-04,20-06-2024,1699,9.8,
AI02027,AI Specialist,170571,,SE,FL,,,Netherlands,100,"Tableau, NLP, Hadoop",PhD,5,Finance,2024-08-21,17-09-2024,1798,8.8,
AI02028,Computer Vision Engineer,295058,,EX,CT,,,India,0,"Deep Learning, Git, AWS",Master,18,Manufacturing,2024-12-13,28-12-2024,1617,5.6,
AI02029,Autonomous Systems Engineer,128911,,MI,CT,,,United States,50,"Tableau, MLOps, Kubernetes, SQL",PhD,4,Energy,2024-03-02,11-03-2024,1717,8.3,
AI02030,Principal Data Scientist,238549,,EX,FL,,,Austria,0,"Spark, Hadoop, Python, Kubernetes",Bachelor,11,Real Estate,2024-04-25,15-06-2024,1727,9.4,
AI02031,AI Software Engineer,105975,,SE,PT,,,Japan,50,"R, Kubernetes, Data Visualization",PhD,5,Telecommunications,2025-02-16,30-03-2025,651,9.8,
AI02032,Data Engineer,310349,,EX,CT,,,Switzerland,50,"SQL, Scala, Kubernetes",Bachelor,14,Technology,2024-01-13,12-02-2024,1027,9.8,
AI02033,Data Analyst,85852,,EN,FT,,,India,50,"Kubernetes, PyTorch, Hadoop, Data Visualization",Associate,0,Technology,2025-01-15,01-03-2025,608,8.7,
AI02034,Computer Vision Engineer,56379,,EN,PT,,,Sweden,50,"Linux, Hadoop, Deep Learning, Kubernetes, GCP",Associate,1,Finance,2024-09-16,01-11-2024,1362,7.0,
AI02035,AI Research Scientist,250421,,EX,FT,,,United Kingdom,100,"Git, GCP, SQL, PyTorch, Mathematics",Master,19,Media,2024-02-06,30-06-2024,2487,8.4,
AI02036,ML Ops Engineer,40697,,EN,PT,,,Austria,50,"Kubernetes, Java, Mathematics, Computer Vision, Tableau",Bachelor,0,Real Estate,2025-05-03,26-04-2025,812,8.1,
AI02037,AI Software Engineer,322318,,EX,FL,,,Netherlands,100,"SQL, PyTorch, Deep Learning, AWS",PhD,13,Consulting,2024-03-07,13-09-2024,771,8.9,
AI02038,AI Architect,94938,,MI,FL,,,Norway,0,"Python, TensorFlow, Tableau, R, Linux",Associate,4,Media,2024-05-30,10-07-2024,1983,6.8,
AI02039,AI Research Scientist,107924,,MI,FT,,,Sweden,0,"Python, TensorFlow, GCP, PyTorch, Linux",Master,3,Manufacturing,2024-10-14,27-11-2024,1624,6.6,
AI02040,Computer Vision Engineer,49156,,MI,FL,,,Finland,50,"Docker, MLOps, Mathematics, Python",Master,2,Automotive,2024-10-10,06-12-2024,1285,6.5,
AI02041,Data Scientist,61384,,EN,PT,,,United States,0,"Computer Vision, MLOps, AWS",Associate,0,Media,2024-06-23,19-08-2024,1635,6.3,
AI02042,Head of AI,181091,,SE,PT,,,Singapore,50,"Java, SQL, Statistics",PhD,7,Education,2024-07-05,13-06-2024,2334,7.6,
AI02043,Data Scientist,43474,,EN,FT,,,Israel,50,"PyTorch, Spark, SQL",PhD,0,Media,2024-02-06,12-08-2024,1745,6.9,
AI02044,Machine Learning Engineer,82781,,EN,CT,,,Denmark,100,"Tableau, PyTorch, TensorFlow",Bachelor,0,Education,2024-11-18,19-01-2025,1257,7.5,
AI02045,AI Consultant,77008,,EN,PT,,,Denmark,100,"Spark, Python, Git, TensorFlow, Tableau",Bachelor,1,Automotive,2024-10-28,11-11-2024,1577,7.1,
AI02046,Machine Learning Researcher,118788,,MI,FL,,,Norway,100,"Java, NLP, MLOps, Statistics, Tableau",PhD,2,Gaming,2024-01-31,26-02-2024,1721,9.1,
AI02047,Machine Learning Engineer,101894,,SE,CT,,,Sweden,100,"Python, Hadoop, NLP",Bachelor,8,Automotive,2025-06-02,14-03-2025,2007,5.9,
